"","pkg_name","pkg_version","pkg_source_path","date_time","executor","sysname","version","release","machine","comments","has_bug_reports_url","license","has_examples","has_maintainer","size_codebase","has_news","has_source_control","has_vignettes","has_website","news_current","export_help","export_calc","check","covr","dependencies","dep_score","revdep_score","overall_risk_score","risk_profile"
"60","huxtable","5.5.6","/tmp/Rtmp7B7BNd/temp_file_6d1239d07c05/huxtable-5.5.6-rc1","2024-04-17 10:11:46","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.957446808510638,1,0.0283983339644074,1,0,1,1,1,1,0.0433331699594548,0.4,0.8342,"assertthat#commonmark#fansi#generics#glue#htmltools#memoise#R6#rlang#stats#stringi#stringr (>= 1.2.0)#tidyselect#utils#xml2#AER#bookdown#broom (>= 0.5.1)#broom.mixed#covr#crayon#devtools#dplyr (>= 0.7.0)#flextable (>= 0.6.9)#ftExtra (>= 0.0.2)#ggplot2#httr#knitr#lme4#lmtest#nlme#nnet#officer#openxlsx#psych#quarto#rmarkdown#sandwich#scales#testthat#tibble#tinytex#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999989870009019,0.513801460682437,0.290787105549777,"Medium"
"61","survminer","0.4.9","/tmp/Rtmp7B7BNd/temp_file_6d126ed4d6e8/survminer-0.4.9","2024-04-17 10:31:12","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.966666666666667,1,0.0506243671954101,1,0,1,1,1,0.96875,0.459038615443055,0.3,0.0959,"ggplot2#ggpubr(>= 0.1.6)#grid#gridExtra (>= 2.0)#magrittr#maxstat#methods#scales#survival#stats#broom#dplyr#tidyr#survMisc#purrr#tibble#rlang#ggtext (>= 0.1.0)#knitr#flexsurv#cmprsk#markdown#testthat#rmarkdown#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.924141819978757,0.845656937076995,0.392051575659411,"High"
"62","ggpmisc","0.5.2","/tmp/Rtmp4rju77/temp_file_5c0d2914c7e8/ggpmisc-0.5.2","2024-04-17 11:08:20","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.947368421052632,1,0.0308198068625437,1,1,1,1,1,1,0.345821250061184,0.2,0.1584,"ggpp (>= 0.4.5)#grid#stats#ggplot2 (>= 3.4.0)#scales (>= 1.2.0)#rlang (>= 1.0.0)#generics (>= 0.1.2)#MASS (>= 7.3-51.6)#confintr (>= 0.1.2)#polynom (>= 1.4-0)#quantreg (>= 5.93)#lmodel2 (>= 1.7-3)#splus2R (>= 1.3-3)#tibble (>= 3.1.5)#plyr (>= 1.8.6)#dplyr (>= 1.0.6)#lubridate (>= 1.7.10)#knitr (>= 1.39)#rmarkdown (>= 2.14)#ggrepel (>= 0.9.1)#broom (>= 0.8.0)#broom.mixed (>= 0.2.9.4)#nlme (>= 3.1-152)#gginnards (>= 0.1.0-1)#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.924141819978757,0.513801460682437,0.384648066710715,"High"
"63","mmrm","0.3.11","/tmp/RtmpFep1S0/temp_file_732841665e7d/mmrm-0.3.11","2024-04-17 16:20:06","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.990384615384615,1,0.0558659217877095,1,0,1,1,1,1,0.554587455172015,0,0,"checkmate (>= 2.0)#generics#lifecycle#Matrix#methods#nlme#parallel#Rcpp#Rdpack#stats#stringr#tibble#TMB (>= 1.9.1)#utils#car (>= 3.1.2)#cli#clubSandwich#clusterGeneration#dplyr#emmeans (>= 1.6)#estimability#ggplot2#glmmTMB#hardhat#knitr#lme4#MASS#microbenchmark#mockery#parallelly (>= 1.32.0)#parsnip (>= 1.1.0)#purrr#rmarkdown#sasr#scales#testthat (>= 3.0.0)#tidymodels#xml2#Rcpp#RcppEigen#testthat#TMB (>= 1.9.1)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo#LinkingTo#LinkingTo#LinkingTo",0.999989870009019,0.266720996610687,0.436937751279505,"High"
"64","rpact","3.5.1","/tmp/RtmpH76f74/temp_file_70a96a7db190/rpact-3.5.1","2024-04-18 09:52:05","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.425675675675676,1,0.00261328594574818,1,1,1,1,1,0.977777777777778,0.250638869768241,0,0,"methods#stats#utils#graphics#tools#rlang#knitr (>= 1.19)#Rcpp (>= 1.0.3)#Rcpp#ggplot2 (>= 2.2.0)#testthat (>= 3.0.0)#rmarkdown (>= 1.10)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#LinkingTo#Suggests#Suggests#Suggests",0.0293122307513563,0.178145726006279,0.584702715624881,"High"
"65","farver","2.1.1","/tmp/RtmpToMhtw/temp_file_7cd42251c047/farver-2.1.1","2024-04-18 10:09:22","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.235478806907378,1,1,0,1,1,1,0.586280996051124,0.65,0.4961,"covr#testthat (>= 3.0.0)#Suggests#Suggests",0.000203426978055207,0.425661062365784,0.430190607724575,"High"
"66","marginaleffects","0.16.0","/tmp/RtmpToMhtw/temp_file_7cd45fe94891/marginaleffects-0.16.0","2024-04-18 10:12:01","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.970588235294118,1,0.0182060929724481,1,0,0,1,1,1,0.442993960557413,0.2,0,"checkmate#data.table#generics#insight (>= 0.19.1)#methods#rlang#Rcpp (>= 1.0.0)#Rcpp#RcppEigen#AER#Amelia#afex#aod#bench#betareg#BH#bife#biglm#blme#boot#brglm2#brms#brmsmargins#broom#car#carData#causaldata#collapse#conflicted#covr#crch#DALEXtra#DCchoice#distributional#dplyr#emmeans#equivalence#estimatr#fixest#fmeffects#fontquiver#future#fwb#gam#gamlss#gamlss.dist#geepack#ggdag#ggdist#ggokabeito#ggplot2#ggrepel#glmmTMB#glmx#haven#here#itsadug#ivreg#kableExtra#knitr#lme4#lmerTest#logistf#magrittr#margins#MatchIt#MASS#mclogit#MCMCglmm#missRanger#mgcv#mhurdle#mice#miceadds#mlogit#mlr3verse#modelbased#modelsummary#nlme#nnet#numDeriv#optmatch#ordinal#parameters#parsnip#patchwork#pkgdown#phylolm#plm#polspline#poorman#posterior#prediction#pscl#purrr#quantreg#Rchoice#remotes#rmarkdown#rms#robust#robustbase#robustlmm#rsample#rstanarm#rstantools#rsvg#sampleSelection#sandwich#scam#spelling#speedglm#survey#survival#svglite#systemfonts#tibble#tidymodels#tidyr#tidyverse#tinysnapshot#tinytest#titanic#truncreg#tsModel#withr#workflows#yaml#xgboost#testthat (>= 3.0.0)#Imports#Imports#Imports#Imports#Imports#Imports#Imports#LinkingTo#LinkingTo#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",1,0.44125556218462,0.498822515091695,"High"
"67","rms","6.7-1","/tmp/RtmpWo0pSi/temp_file_1d462871b43f/rms","2024-04-18 10:24:18","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.987951807228916,1,0.00768481991905323,0,1,0,1,0,0.990654205607477,0.208165312212258,0,0,"Hmisc (>= 5.1-0)#methods#survival#quantreg#ggplot2#SparseM#rpart#nlme (>=
3.1-123)#polspline#multcomp#htmlTable (>= 1.11.0)#htmltools#MASS#cluster#digest#colorspace#knitr#grDevices#boot#tcltk#plotly (>= 4.5.6)#mice#rmsb#nnet#VGAM#lattice#kableExtra#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.982013790037908,0.939281637786865,0.60699172355736,"High"
"68","arm","1.13-1","/tmp/RtmpKyraR0/temp_file_2b774393b18c/arm","2024-04-18 10:32:42","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,1,1,0.0461254612546126,0,0,0,1,0,0.955555555555556,0.437823499114202,0.75,0.0022,"MASS#Matrix (>= 1.0)#stats#lme4 (>= 1.0)#abind#coda#graphics#grDevices#methods#nlme#utils#Depends#Depends#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports",0.0179862099620916,0.773474229572688,0.556835697168619,"High"
"69","ashr","2.2-63","/tmp/RtmpKyraR0/temp_file_2b7750073c19/ashr-2.2-63","2024-04-18 10:35:54","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0731707317073171,1,1,1,1,0,1,0.263548029365321,0.55,0.6099,"Matrix#stats#graphics#Rcpp (>= 0.10.5)#truncnorm#mixsqp#SQUAREM#etrunct#invgamma#testthat#knitr#rmarkdown#ggplot2#REBayes#Rcpp#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#LinkingTo",0.119202922022118,0.393340425886747,0.396691351994498,"High"
"70","brglm2","0.9.1","/tmp/RtmpKyraR0/temp_file_2b7767245aad/brglm2-0.9.1","2024-04-18 10:40:10","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0598802395209581,1,1,1,1,1,1,0.594831368414695,0.45,0.002,"MASS#stats#Matrix#graphics#nnet#enrichwith#numDeriv#detectseparation#knitr#rmarkdown#covr#tinytest#VGAM#brglm#mbrglm#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.119202922022118,0.376597084407624,0.434571229548776,"High"
"71","xCell","1.1.0","/tmp/RtmpeLirKl/temp_file_31557c1c4b20/xCell-1.3","2024-04-18 10:58:53","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.445103857566766,0,0,1,1,0,0,0.777299861174691,0,0,"GSVA#GSEABase#pracma#utils#stats#MASS#digest#curl#quadprog#knitr#rmarkdown#testthat#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests",0.0293122307513563,0.0965580062468228,0.643196374381942,"High"
"72","BOIN","2.7.2","/tmp/RtmpMLqbtU/temp_file_4ff77201db76/BOIN","2024-04-18 11:30:17","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0581170089112747,0,0,0,0,0,1,0.643035173277501,0.75,0,"Iso#Imports",0.000123394575986232,0.178145726006279,0.676818895972957,"High"
"73","clubSandwich","0.5.10","/tmp/RtmpMLqbtU/temp_file_4ff7cd89303/clubSandwich-0.5.10","2024-04-18 11:31:46","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0611745513866232,1,0,1,1,1,1,0.6036851467291,0.45,0.6994,"stats#sandwich#Formula#knitr#carData#geepack#metafor#metadat#robumeta#nlme#mlmRev#AER#plm (>= 1.6-4)#Matrix#lme4#zoo#testthat#rmarkdown#covr#ivreg#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.622459331201855,0.44125556218462,0.311539439736759,"Medium"
"74","psborrow2","0.0.3.2","/tmp/Rtmp7Jwyrx/temp_file_595896bb1a2/psborrow2-0.0.3.2","2024-04-18 13:23:04","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.659259259259259,1,0.0397983550013266,1,1,1,1,0,1,0.274472360282968,0,0,"checkmate#glue#methods#graphics#posterior#generics#Matrix#mvtnorm#future#simsurv#cmdstanr#survival#flexsurv#testthat (>= 3.0)#usethis (>= 2.1.5)#vdiffr#tibble#xml2#knitr#rmarkdown#bayesplot#matrixcalc#WeightIt#MatchIt#BayesPPD#ggsurvfit#gbm#ggplot2#cobalt#table1#gt#gtsummary#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.998498817743263,0.0965580062468228,0.499826396638238,"High"
"75","reshape2","1.4.4","/tmp/Rtmp7Jwyrx/temp_file_59586c997b33/reshape-1.4.4","2024-04-18 13:25:57","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.320512820512821,1,1,0,1,1,1,0.654216971559148,0.65,0.7958,"plyr (>= 1.8.1)#Rcpp#stringr#covr#lattice#testthat (>= 0.8.0)#Rcpp#Imports#Imports#Imports#Suggests#Suggests#Suggests#LinkingTo",0.00247262315663477,0.979096110195182,0.384696286023073,"High"
"76","censReg","0.5-36","/tmp/RtmpixkHiL/temp_file_446029bb7f5c/censReg","2024-04-18 14:00:57","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",1,0,1,1,0.197628458498024,0,0,1,1,0,1,0.731058578630005,0.3,0.8758,"maxLik (>= 0.7-3)#glmmML (>= 0.81-6)#sandwich (>= 2.2-6)#miscTools (>=
0.6-11)#stats (>= 2.15.0)#plm#AER#lmtest (>= 0.9-27)#Depends#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests",0.00407013771589613,0.246376140522644,0.411128499723967,"High"
"77","escalation","0.1.8","/tmp/RtmpixkHiL/temp_file_44604246f40/escalation","2024-04-18 14:13:27","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.978947368421053,1,0.0243942104407221,1,0,1,0,0,1,0.236161600595949,0.4,0.7857,"magrittr#dplyr#tidyr (>= 1.0)#tidyselect#stringr#purrr#tibble#ggplot2#gtools#dfcrm#BOIN#trialr (>= 0.1.5)#DiagrammeR#RColorBrewer#viridis#binom#R6#mvtnorm#testthat#knitr#rmarkdown#covr#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests",0.817574476193644,0.0965580062468228,0.435721000500521,"High"
"78","geepack","1.3.9","/tmp/RtmpixkHiL/temp_file_446060a5bc5/geepack-1.3.9","2024-04-18 14:25:17","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.120192307692308,1,0,1,0,1,0.916666666666667,0.594831368414695,0.4,0.0013,"methods#MASS#broom#magrittr#Depends#Imports#Imports#Imports",0.0005527786369236,0.857546637105688,0.564001191855227,"High"
"79","ggfortify","0.4.15","/tmp/RtmpiD0Bpg/temp_file_2fb664a5fa9b/ggfortify-0.4.15","2024-04-18 16:00:38","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.0536288880943868,1,1,1,1,1,1,0.63248519712831,0,0.5597,"methods#ggplot2 (>= 2.0.0)#dplyr (>= 0.3)#tidyr#gridExtra#grid#scales#stringr#tibble#testthat#cluster#changepoint#fGarch#forecast#ggrepel#glmnet#grDevices#KFAS#knitr#lintr#mapdata#markdown#MASS#MSwM#nlme#raster#ROCR#sp#stats#strucchange#survival#timeSeries#tseries#utils#vars#xts#zoo#lfda#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.999925153772489,0.673041098098242,0.339138624961122,"Medium"
"80","quantreg","5.97","/tmp/RtmpvhuBci/temp_file_71f820576aa0/quantreg","2024-04-18 16:34:02","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.974683544303797,1,0.0258620689655172,0,0,0,1,0,0.935483870967742,0.134414842979703,0.65,0.5175,"stats#SparseM#methods#graphics#Matrix#MatrixModels#survival#MASS#interp#rgl#logspline#nor1mix#Formula#zoo#R.rsp#conquer#Depends#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.182425523806356,0.987608924523571,0.548765949202733,"High"
"81","cubature","2.0.3","/tmp/RtmpFhJcto/temp_file_41a224c88453/cubature-2.0.3","2024-04-19 10:03:30","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.238095238095238,1,0,1,1,1,1,0.622459331201855,0,0,"Rcpp#Rcpp#testthat#knitr#mvtnorm#benchr#LinkingTo#Imports#Suggests#Suggests#Suggests#Suggests",0.00150118225673699,0.900968224890814,0.532717955916605,"High"
"82","DEoptim","2.2-7","/tmp/RtmpFhJcto/temp_file_41a23aaaa094/DEoptim-2.2-7","2024-04-19 10:05:14","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.303643724696356,0,1,0,1,0,1,0.710218732760062,0.65,0.5581,"foreach#iterators#colorspace#lattice#parallel#parallelly#methods#Suggests#Suggests#Suggests#Suggests#Depends#Imports#Imports",0.00247262315663477,0.731903634874432,0.499705633748473,"High"
"83","ggalluvial","0.12.2","/tmp/RtmpFhJcto/temp_file_41a21da69feb/ggalluvial-0.12.2","2024-04-19 10:06:39","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.857142857142857,1,0.084411930219471,1,0,1,1,1,1,0.44825147377711,0,0,"ggplot2 (>= 2.2)#stats#dplyr (>= 0.7)#tidyr (>= 0.7)#lazyeval#rlang#tidyselect#grid#alluvial#testthat#knitr#rmarkdown#babynames#sessioninfo#ggrepel#ggfittext (>= 0.6)#vdiffr (>= 0.2)#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.268941421369995,0.471344526881543,0.530352573259902,"High"
"84","gtable","0.3.4","/tmp/RtmpSHQ6DK/temp_file_61811bf08613/gtable-0.3.4","2024-04-19 10:13:32","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.103376981392143,1,1,1,1,1,1,0.547194050686571,0.75,0.5826,"cli#glue#grid#lifecycle#rlang (>= 1.1.0)#covr#ggplot2#knitr#profvis#rmarkdown#testthat (>= 3.0.0)#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.0179862099620916,0.955016576583672,0.322329610452304,"Medium"
"85","R2jags","0.7-1","/tmp/Rtmp0ebjMp/temp_file_7c0f2ba40180/R2jags-0.7-1","2024-04-19 10:34:09","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.133214920071048,0,0,0,0,0,1,0.63248519712831,0.75,0.3489,"rjags (>= 3-3)#abind#coda (>= 0.13)#graphics#grDevices#methods#R2WinBUGS#parallel#stats#utils#testthat (>= 3.0.0)#Depends#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests",0.0179862099620916,0.76044067555059,0.62710255302776,"High"
"86","simsurv","1.0.0","/tmp/Rtmp0ebjMp/temp_file_7c0f6bdb753a/simsurv-1.0.0","2024-04-19 10:35:32","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.174418604651163,1,0,1,0,1,1,0.731058578630005,0,0,"methods#stats#BB (>= 2014.10.1)#eha (>= 2.4.5)#flexsurv (>= 1.1.0)#knitr (>= 1.15.1)#MASS#rmarkdown#rstpm2 (>= 1.4.1)#survival (>= 2.40.1)#testthat (>= 1.0.2)#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.0179862099620916,0.266720996610687,0.615034722228542,"High"
"87","ggbreak","0.1.1","/tmp/RtmpEpSrk0/temp_file_1fb1d99adca/ggbreak-0.1.1","2024-04-19 10:45:41","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.141110065851364,1,1,1,1,1,1,0.666185565559974,0.5,0.018,"ggfun (>= 0.0.4)#grid#ggplot2#ggplotify (>= 0.0.7)#aplot
(>= 0.1.5)#rlang#stats#cowplot#ggimage#knitr#patchwork#pillar#prettydoc#rmarkdown#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.0758581800212435,0.149813063441762,0.422540168539164,"High"
"88","numDeriv","2016.8-1.1","/tmp/RtmpEpSrk0/temp_file_1fb1631c89e3/numDeriv-2016.8-1.1","2024-04-19 10:47:52","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.8,1,0.364963503649635,0,0,1,1,0,1,0.679178699175393,0.5,0.8969,"",7.48462275106112e-05,0.999466939359441,0.431826695983062,"High"
"89","PBIR","0.1-0","/tmp/RtmpEpSrk0/temp_file_1fb13f12b89a/PBIR","2024-04-19 10:50:48","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.381679389312977,0,0,1,0,0,0,0.777299861174691,0.5,0,"survival#stats#cmprsk#knitr#rmarkdown#Imports#Imports#Imports#Suggests#Suggests",0.000911051194400645,0.0965580062468228,0.654354542861348,"High"
"90","survRM2","1.0-4","/tmp/RtmpEpSrk0/temp_file_1fb169cfa61/survRM2","2024-04-19 11:01:04","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,1,1,0.276243093922652,1,0,1,0,1,1,0.710218732760062,0.4,0,"survival#knitr#rmarkdown#Depends#Suggests#Suggests",0.000335350130466478,0.266720996610687,0.548933324644779,"High"
"91","lme4","1.1-15","/tmp/Rtmp2OaNLC/temp_file_5c83df370e1/lme4-b6fb1ac83885ff06","2024-04-19 11:51:12","u1004798","Linux","#1 SMP Tue Aug 18 14:50:17 EDT 2020","3.10.0-1160.el7.x86_64","x86_64","Initial run March - April 2024 without rev deps",0,0,0.973333333333333,1,0.00543281419775444,0,1,1,1,0,0.978021978021978,0.24815152073326,0,0,"Matrix (>= 1.1.1)#methods#stats#Rcpp (>= 0.10.5)#RcppEigen#graphics#grid#splines#utils#parallel#MASS#lattice#nlme (>= 3.1-123)#minqa (>= 1.1.15)#nloptr (>= 1.0.4)#knitr#boot#PKPDmodels#MEMSS#testthat (>= 0.8.1)#ggplot2#mlmRev#optimx (>= 2013.8.6)#gamm4#pbkrtest#HSAUR2#numDeriv#Depends#Depends#Depends#LinkingTo#LinkingTo#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Imports#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests#Suggests",0.982013790037908,0.99981232025772,0.521148066463895,"High"
